Unnamed: 0,OrderId,CustomerId,OrderDate,Age,City,Category,ProductName,Quantity,UnitPrice,DiscountPct,PaymentMethod,OrderStatus,Rating,ShippingDays,DeliveryDistanceKM,Device,MarketingChannel,Spend90d,CouponCode,TotalAmount,Year,Month,Day
85254,ORD1080825,CUST28613,2025-08-13,38,Kolkata,Electronics,Laptop Stand,1.0,349.62,12.67,COD,Delivered,1.9,4.0,20.81,Desktop,Email,10716.83,FESTIVE,305.32,2025.0,8.0,13.0
11033,ORD1067092,CUST47379,2025-05-04,35,Ahmedabad,Beauty,Running Shoes,5.0,602.1,11.43,UPI,Cancelled,3.3,3.0,8.61,Mobile,Organic,943.7,NEWUSER,2666.4,2025.0,5.0,4.0
47482,ORD1044635,CUST10584,2024-11-21,27,Lucknow,,Organic Snacks,3.0,124.3,19.24,Debit Card,Delivered,5.0,3.0,5.76,Mobile,Affiliate,3433.16,NONE,301.15,2024.0,11.0,21.0
61107,ORD1036341,CUST26026,2024-09-22,58,Chennai,Fashion,Face Serum,2.0,3489.61,3.47,Wallet,Delivered,4.0,3.0,8.01,Mobile,Organic,9722.77,NONE,6737.04,2024.0,9.0,22.0
5045,ORD1061970,CUST48351,2025-03-28,52,Mumbai,Home & Kitchen,Wireless Headphones,2.0,393.22,11.0,Debit Card,Delivered,3.7,2.0,3.31,Mobile,Organic,10430.63,APP15,699.93,2025.0,3.0,28.0
76245,ORD1097571,CUST29772,2025-12-13,31,Bengaluru,Books,Face Serum,2.0,1928.73,4.01,COD,Delivered,3.4,1.0,3.18,Mobile,Paid Search,22165.05,not provided,3702.78,2025.0,12.0,13.0
16364,ORD1053510,CUST32030,2025-01-25,22,Indore,Electronics,Wireless Headphones,1.0,2875.7,3.46,Debit Card,Delivered,3.8,7.0,7.56,Mobile,Organic,9461.47,SAVE20,2776.2,2025.0,1.0,25.0
24473,ORD1064812,CUST70435,2025-04-18,57,Jaipur,Grocery,Organic Snacks,1.0,1395.09,26.21,Credit Card,Shipped,3.8,5.0,26.03,Mobile,Organic,,not provided,1029.44,2025.0,4.0,18.0
53981,ORD1010597,CUST63792,2024-03-18,30,Mumbai,Beauty,Yoga Mat,1.0,1798.02,3.47,Wallet,Delivered,4.1,1.0,4.36,Mobile,Affiliate,4706.82,FESTIVE,1735.63,2024.0,3.0,18.0
43188,ORD1099004,CUST71291,2025-12-23,24,Indore,Beauty,Bluetooth Speaker,1.0,1131.26,3.96,UPI,Delivered,5.0,6.0,7.69,Mobile,Organic,619.7,NONE,1086.46,2025.0,12.0,23.0
35934,ORD1081518,CUST88148,2025-08-18,22,Delhi,Sports,Bluetooth Speaker,1.0,3997.79,19.06,COD,Shipped,4.8,5.0,0.67,Mobile,Paid Search,9740.41,not provided,3235.81,2025.0,8.0,18.0
66255,ORD1049322,CUST73650,2024-12-26,18,Pune,Toys,Smart Watch,1.0,450.71,23.63,UPI,Returned,4.0,2.0,8.77,Desktop,Direct,449.37,NONE,344.21,2024.0,12.0,26.0
43359,ORD1059759,CUST18269,2025-03-12,36,Mumbai,Fashion,Wireless Headphones,4.0,266.72,30.94,Net Banking,Delivered,3.6,2.0,7.25,Desktop,Affiliate,1605.73,SAVE20,736.79,2025.0,3.0,12.0
38246,ORD1021378,CUST43900,2024-06-05,48,Delhi,Home & Kitchen,Running Shoes,4.0,819.18,13.92,Credit Card,Shipped,3.5,3.0,4.83,Desktop,Paid Search,8959.43,APP15,2820.6,2024.0,6.0,5.0
24508,ORD1021605,CUST54210,2024-06-06,39,Kolkata,Fashion,Wireless Headphones,2.0,570.95,6.37,Wallet,Cancelled,4.3,2.0,4.14,Mobile,Paid Search,23873.52,SAVE20,1069.16,2024.0,6.0,6.0
41507,ORD1088126,CUST52150,2025-10-05,23,Mumbai,Sports,Wireless Headphones,1.0,282.55,2.13,Debit Card,Returned,3.4,4.0,6.82,Mobile,Social,7032.09,NONE,276.53,2025.0,10.0,5.0
85726,ORD1012577,CUST53636,2024-04-01,29,Jaipur,Electronics,Running Shoes,2.0,1005.08,10.4,COD,Shipped,4.5,1.0,33.12,Mobile,Paid Search,8419.64,not provided,1801.1,2024.0,4.0,1.0
9352,ORD1069632,CUST45909,2025-05-23,31,Bengaluru,Beauty,Coffee Maker,2.0,1081.87,14.22,Credit Card,Delivered,4.4,5.0,24.0,Mobile,Paid Search,8137.15,SAVE20,1856.06,2025.0,5.0,23.0
39420,ORD1010672,CUST94759,2024-03-18,19,Kolkata,Grocery,Organic Snacks,3.0,5198.13,21.42,UPI,Delivered,4.2,7.0,12.46,Desktop,Direct,8102.6,SAVE20,12254.07,2024.0,3.0,18.0
6419,ORD1053788,CUST49123,2025-01-27,52,Bengaluru,Electronics,Novel,3.0,412.03,1.94,UPI,Returned,5.0,1.0,5.89,Tablet,Organic,10824.47,NONE,1212.11,2025.0,1.0,27.0
11013,ORD1035490,CUST83801,2024-09-16,47,Hyderabad,Sports,Organic Snacks,1.0,304.05,18.6,UPI,Delivered,4.6,1.0,9.9,Desktop,Affiliate,572.96,NEWUSER,247.5,2024.0,9.0,16.0
52943,ORD1053537,CUST17016,2025-01-25,38,Patna,Grocery,Bluetooth Speaker,5.0,955.31,14.3,Debit Card,Delivered,4.0,9.0,3.16,Mobile,Email,30755.83,NONE,4093.5,2025.0,1.0,25.0
60601,ORD1032141,CUST66443,2024-08-22,20,Chennai,Books,Yoga Mat,3.0,1448.49,27.1,Debit Card,Delivered,4.5,3.0,6.39,Mobile,Paid Search,18228.54,NONE,3167.85,2024.0,8.0,22.0
8689,ORD1047265,CUST19200,2024-12-11,53,Indore,Sports,Running Shoes,3.0,1876.14,19.51,COD,Delivered,4.3,1.0,12.14,Mobile,Organic,2908.99,not provided,4530.32,2024.0,12.0,11.0
74602,ORD1057879,CUST70951,2025-02-26,24,Ahmedabad,Toys,Running Shoes,1.0,265.88,3.77,Credit Card,Returned,4.9,3.0,11.8,Mobile,Direct,710.57,NEWUSER,255.86,2025.0,2.0,26.0
45452,ORD1088715,CUST66009,2025-10-09,54,Pune,Home & Kitchen,Organic Snacks,1.0,487.56,12.86,Debit Card,Processing,3.6,1.0,11.07,Desktop,Email,4714.61,APP15,424.86,2025.0,10.0,9.0
34289,ORD1020099,CUST33348,2024-05-26,62,Ahmedabad,Books,Wireless Headphones,1.0,596.67,13.05,COD,Returned,4.5,3.0,4.36,Desktop,Organic,3097.13,NONE,518.8,2024.0,5.0,26.0
63056,ORD1065913,CUST58896,2025-04-26,23,Ahmedabad,Grocery,Smart Watch,1.0,1309.57,13.68,COD,Returned,4.5,2.0,5.69,Mobile,Email,9203.8,FESTIVE,1130.42,2025.0,4.0,26.0
67509,ORD1063839,CUST12188,2025-04-11,26,Indore,Grocery,Organic Snacks,1.0,3161.94,19.34,Wallet,Delivered,4.3,11.0,25.94,Desktop,Organic,32202.86,APP15,2550.42,2025.0,4.0,11.0
12194,ORD1042092,CUST29520,2024-11-03,31,Ahmedabad,Books,Face Serum,1.0,885.49,6.54,UPI,Delivered,3.5,3.0,8.46,Mobile,Social,5525.84,FESTIVE,827.58,2024.0,11.0,3.0
87360,ORD1088025,CUST60981,2025-10-04,22,Hyderabad,Grocery,Smart Watch,1.0,2076.4,1.06,UPI,Delivered,3.8,6.0,4228.0,Mobile,Paid Search,2804.33,not provided,2054.39,2025.0,10.0,4.0
80396,ORD1077642,CUST39969,2025-07-20,25,Hyderabad,Toys,Running Shoes,1.0,699.1,4.24,Net Banking,Delivered,5.0,3.0,11.21,Mobile,Affiliate,8374.42,SAVE20,669.46,2025.0,7.0,20.0
6721,ORD1015401,CUST45861,2024-04-22,22,Lucknow,Electronics,Yoga Mat,1.0,1482.9,14.24,Debit Card,Delivered,3.7,6.0,7.72,Desktop,Email,1774.49,NEWUSER,1271.74,2024.0,4.0,22.0
70174,ORD1064540,CUST55046,2025-04-16,58,Lucknow,Fashion,Coffee Maker,2.0,748.16,9.06,Net Banking,Delivered,3.9,3.0,10.91,Mobile,Organic,3436.85,APP15,1360.75,2025.0,4.0,16.0
81036,ORD1009834,CUST29205,2024-03-12,28,Ahmedabad,Grocery,Organic Snacks,2.0,8354.82,13.08,Credit Card,Delivered,3.9,7.0,3.7,Mobile,Paid Search,1339.24,not provided,14524.02,2024.0,3.0,12.0
74874,ORD1079183,CUST25369,2025-08-01,18,Lucknow,Fashion,Face Serum,3.0,932.13,10.08,UPI,Delivered,4.0,2.0,6.94,Mobile,not provided,19535.72,NONE,2514.51,2025.0,8.0,1.0
57838,ORD1003332,CUST40358,2024-01-25,18,Ahmedabad,Beauty,Yoga Mat,3.0,4317.66,5.78,UPI,Delivered,4.1,3.0,32.71,Mobile,Paid Search,149575.55,not provided,12204.3,2024.0,1.0,25.0
80791,ORD1084805,CUST26279,2025-09-11,34,Jaipur,Beauty,Smart Watch,1.0,396.51,5.77,Wallet,Delivered,3.6,1.0,33.52,Mobile,Direct,14967.92,SAVE20,373.63,2025.0,9.0,11.0
8398,ORD1013419,CUST15544,2024-04-07,27,Indore,Home & Kitchen,Bluetooth Speaker,2.0,445.88,17.25,Debit Card,Returned,2.9,1.0,11.27,Mobile,Affiliate,28571.26,not provided,737.93,2024.0,4.0,7.0
34758,ORD1034275,CUST64995,2024-09-07,39,Patna,Fashion,Smart Watch,2.0,2122.95,8.07,Wallet,Delivered,2.6,8.0,5.29,Tablet,Social,10958.82,NEWUSER,3903.26,2024.0,9.0,7.0
42307,ORD1016172,CUST59384,2024-04-28,34,Patna,Electronics,Running Shoes,4.0,2704.9,40.56,Net Banking,Delivered,4.8,2.0,7.58,Mobile,Direct,1688.77,NEWUSER,6431.17,2024.0,4.0,28.0
41837,ORD1058857,CUST10740,2025-03-05,33,Patna,Beauty,Laptop Stand,1.0,1334.76,2.51,COD,Delivered,2.9,7.0,45.62,Tablet,Social,2713.02,SAVE20,1301.26,2025.0,3.0,5.0
30311,ORD1017473,CUST49573,2024-05-07,32,Mumbai,Electronics,Laptop Stand,4.0,435.02,10.48,UPI,Delivered,5.0,6.0,35.44,Mobile,not provided,635.92,SAVE20,1557.72,2024.0,5.0,7.0
46905,ORD1054430,CUST95003,2025-02-01,21,Delhi,Sports,Wireless Headphones,4.0,82.24,8.51,Wallet,Delivered,4.6,8.0,17.26,Mobile,Paid Search,9812.51,APP15,300.97,2025.0,2.0,1.0
24664,ORD1072135,CUST49927,2025-06-10,20,,Home & Kitchen,Organic Snacks,1.0,2496.53,7.89,Credit Card,Delivered,3.2,5.0,10.94,Mobile,Organic,,SAVE20,2299.55,2025.0,6.0,10.0
10726,ORD1079489,CUST86039,2025-08-03,28,Jaipur,Fashion,Laptop Stand,1.0,834.1,8.61,Wallet,Delivered,4.7,3.0,2.8,Desktop,Organic,7216.09,NONE,762.28,2025.0,8.0,3.0
84715,ORD1061979,CUST67306,,23,Chennai,Books,Yoga Mat,3.0,991.87,17.41,Net Banking,Delivered,3.6,6.0,8.58,Mobile,Email,1396.4,not provided,2457.56,,,
56080,ORD1070753,CUST30028,2025-05-31,35,Bengaluru,Toys,Smart Watch,1.0,16266.24,9.98,Credit Card,Delivered,4.1,4.0,10.54,Mobile,Organic,3573.91,NEWUSER,14642.87,2025.0,5.0,31.0
85210,ORD1036764,CUST38825,2024-09-25,19,Patna,Fashion,Novel,3.0,1070.65,15.39,Wallet,Delivered,3.9,6.0,7.55,Mobile,Direct,5412.35,NEWUSER,2717.63,2024.0,9.0,25.0
72847,ORD1035119,CUST79044,2024-09-13,19,Pune,Electronics,Wireless Headphones,1.0,251.48,8.73,Debit Card,Processing,4.9,1.0,10.04,Mobile,Social,8270.91,SAVE20,229.53,2024.0,9.0,13.0
7524,ORD1078733,CUST62517,2025-07-28,42,Ahmedabad,Sports,Coffee Maker,1.0,287.62,15.39,COD,Delivered,4.7,10.0,5.16,Mobile,Direct,48915.84,not provided,243.36,2025.0,7.0,28.0
74866,ORD1013901,CUST37701,2024-04-11,44,Indore,Toys,Running Shoes,2.0,253.72,9.43,COD,Delivered,4.0,1.0,5.13,Mobile,Affiliate,2507.57,not provided,459.59,2024.0,4.0,11.0
3213,ORD1097734,CUST39809,2025-12-14,18,Lucknow,Sports,Organic Snacks,3.0,559.39,13.21,Credit Card,Cancelled,4.6,4.0,6.39,Mobile,Paid Search,8115.87,FESTIVE,1456.48,2025.0,12.0,14.0
11705,ORD1011824,CUST67401,2024-03-27,29,Chennai,Fashion,Running Shoes,4.0,558.68,10.25,Credit Card,Delivered,4.2,3.0,5.18,Mobile,Organic,1840.66,NONE,2005.66,2024.0,3.0,27.0
70825,ORD1013816,CUST89461,2024-04-10,21,Chennai,Home & Kitchen,Running Shoes,1.0,1239.89,9.81,Net Banking,Delivered,3.4,9.0,13.82,Mobile,Organic,13444.5,NEWUSER,1118.26,2024.0,4.0,10.0
38244,ORD1000750,CUST18674,2024-01-06,32,Pune,Books,Organic Snacks,3.0,318.82,26.13,Net Banking,Cancelled,3.7,7.0,,Mobile,Organic,915.92,FESTIVE,706.54,2024.0,1.0,6.0
21609,ORD1026522,CUST86808,2024-07-12,25,Hyderabad,Beauty,Novel,4.0,728.38,3.11,Wallet,Delivered,4.4,3.0,6.8,Mobile,Affiliate,4978.05,APP15,2822.91,2024.0,7.0,12.0
39390,ORD1020181,CUST59283,2024-05-27,35,Jaipur,Electronics,Smart Watch,1.0,1478.57,19.87,UPI,Delivered,4.2,3.0,2.73,Mobile,Paid Search,2672.61,NEWUSER,1184.78,2024.0,5.0,27.0
56751,ORD1004208,CUST29431,2024-01-31,43,Mumbai,Electronics,Laptop Stand,1.0,2160.06,14.28,Credit Card,Delivered,3.5,1.0,17.21,Desktop,not provided,21227.59,NONE,1851.6,2024.0,1.0,31.0
80379,ORD1005040,CUST37779,2024-02-06,32,Lucknow,Beauty,Yoga Mat,1.0,231.52,19.34,Debit Card,Delivered,3.4,4.0,3.72,Mobile,Affiliate,44237.67,SAVE20,186.74,2024.0,2.0,6.0
19573,ORD1039592,CUST55553,2024-10-16,19,Pune,Sports,Yoga Mat,1.0,396.8,17.37,Debit Card,Delivered,4.3,3.0,9.74,Desktop,Organic,6884.72,NEWUSER,327.88,2024.0,10.0,16.0
63966,ORD1057573,CUST60929,2025-02-24,27,Hyderabad,,Organic Snacks,3.0,242.76,27.28,COD,Cancelled,4.8,2.0,38.9,Mobile,Organic,4044.84,not provided,529.61,2025.0,2.0,24.0
54683,ORD1006241,CUST20458,2024-02-15,32,Lucknow,Sports,Smart Watch,1.0,1351.93,14.75,Credit Card,Delivered,4.0,1.0,6.56,Tablet,Email,1026.41,FESTIVE,1152.52,2024.0,2.0,15.0
29201,ORD1098164,CUST93992,2025-12-17,32,Delhi,Home & Kitchen,Laptop Stand,1.0,416.74,11.9,Net Banking,Shipped,4.0,1.0,9.69,Mobile,Direct,12710.03,NEWUSER,367.15,2025.0,12.0,17.0
41100,ORD1044229,CUST59467,2024-11-18,22,Patna,Toys,Novel,1.0,2378.43,5.1,COD,Delivered,3.8,4.0,3586.0,Desktop,Social,922.93,NEWUSER,2257.13,2024.0,11.0,18.0
66593,ORD1079866,CUST58555,2025-08-06,38,Chennai,Fashion,Organic Snacks,2.0,1776.01,17.8,Debit Card,Shipped,3.6,3.0,11.25,Desktop,Organic,3324.51,SAVE20,2919.76,2025.0,8.0,6.0
43484,ORD1042148,CUST46109,2024-11-03,47,Hyderabad,Books,Laptop Stand,1.0,3369.59,17.24,Wallet,not provided,3.5,1.0,24.43,Mobile,Social,2789.3,FESTIVE,2788.67,2024.0,11.0,3.0
32580,ORD1058615,CUST25346,,26,Chennai,Home & Kitchen,Coffee Maker,1.0,240.51,5.83,COD,Processing,4.2,8.0,6.38,Desktop,Paid Search,7796.01,NEWUSER,226.49,,,
67130,ORD1008132,CUST96465,2024-02-29,19,Bengaluru,Sports,Running Shoes,1.0,359.98,22.55,Debit Card,Delivered,3.6,3.0,3.35,Mobile,Direct,5496.36,not provided,278.8,2024.0,2.0,29.0
62908,ORD1094504,CUST90072,2025-11-20,37,Hyderabad,Home & Kitchen,Organic Snacks,1.0,745.56,11.36,Wallet,Processing,3.7,1.0,3.94,Mobile,Organic,10052.18,not provided,660.86,2025.0,11.0,20.0
14175,ORD1059747,CUST18343,2025-03-12,31,Ahmedabad,Fashion,Laptop Stand,1.0,630.99,24.06,UPI,Delivered,4.0,3.0,2.32,Mobile,Social,2973.06,NEWUSER,479.17,2025.0,3.0,12.0
74817,ORD1080916,CUST74452,2025-08-13,35,Patna,Electronics,Face Serum,1.0,2586.57,5.78,not provided,Delivered,4.5,1.0,10.17,not provided,Organic,7238.83,APP15,2437.07,2025.0,8.0,13.0
84164,ORD1015671,CUST44055,2024-04-24,24,,Home & Kitchen,Novel,1.0,4085.69,15.99,Net Banking,Cancelled,5.0,6.0,8.99,Desktop,Direct,680.67,not provided,3432.39,2024.0,4.0,24.0
79590,ORD1077620,CUST20381,2025-07-20,35,Mumbai,Electronics,Novel,1.0,2103.54,15.92,Wallet,Delivered,3.0,6.0,5.66,Desktop,Direct,1540.26,SAVE20,1768.66,2025.0,7.0,20.0
16477,ORD1084528,CUST68492,2025-09-09,41,Pune,Books,Coffee Maker,1.0,833.38,9.53,Wallet,Delivered,4.3,3.0,4.37,Mobile,Paid Search,7765.03,SAVE20,753.96,2025.0,9.0,9.0
9698,ORD1002756,CUST24019,2024-01-21,38,Pune,Beauty,Coffee Maker,1.0,1346.61,11.82,Wallet,Returned,3.4,7.0,9.55,Mobile,Organic,12318.19,FESTIVE,1187.44,2024.0,1.0,21.0
27612,ORD1011598,CUST50119,2024-03-25,42,Bengaluru,Sports,Bluetooth Speaker,1.0,618.0,15.03,Debit Card,Delivered,4.5,6.0,8.12,Desktop,Paid Search,39593.92,NEWUSER,525.11,2024.0,3.0,25.0
46629,ORD1078869,CUST38642,2025-07-29,28,Ahmedabad,Toys,Novel,1.0,496.5,7.57,COD,Delivered,4.3,6.0,16.66,Mobile,Organic,3640.56,FESTIVE,458.91,2025.0,7.0,29.0
43219,ORD1080287,CUST49941,2025-08-09,23,Patna,Books,Coffee Maker,1.0,1217.35,12.63,Net Banking,Shipped,2.8,2.0,10.9,Mobile,Email,4600.85,FESTIVE,1063.6,2025.0,8.0,9.0
74345,ORD1043826,CUST65508,2024-11-15,44,Delhi,Toys,Running Shoes,1.0,3383.26,10.76,Debit Card,Delivered,3.8,2.0,15.21,Desktop,Paid Search,3006.84,not provided,3019.22,2024.0,11.0,15.0
64541,ORD1070861,CUST59466,2025-06-01,32,Indore,Home & Kitchen,Bluetooth Speaker,2.0,255.65,18.27,Wallet,Delivered,4.2,1.0,8.76,Mobile,Organic,,NEWUSER,417.89,2025.0,6.0,1.0
43867,ORD1062769,CUST98598,2025-04-03,40,,Grocery,,2.0,1484.72,23.3,Debit Card,Delivered,3.6,6.0,1.03,Mobile,Paid Search,2324.8,NONE,2277.56,2025.0,4.0,3.0
5060,ORD1072917,CUST34539,2025-06-16,18,Hyderabad,Sports,Laptop Stand,2.0,457.52,5.56,Net Banking,Delivered,5.0,1.0,2.46,Mobile,Social,9721.94,APP15,864.16,2025.0,6.0,16.0
72997,ORD1093323,CUST34818,2025-11-12,35,Bengaluru,Fashion,Novel,2.0,141.34,30.31,Wallet,Delivered,3.2,1.0,54.91,Mobile,Paid Search,3205.87,NEWUSER,197.0,2025.0,11.0,12.0
4779,ORD1026396,CUST34747,2024-07-11,29,Ahmedabad,Beauty,Bluetooth Speaker,1.0,1006.43,20.67,Net Banking,Delivered,5.0,3.0,3.69,Mobile,Organic,3485.99,FESTIVE,798.4,2024.0,7.0,11.0
85099,ORD1038731,CUST83125,2024-10-09,33,Delhi,Beauty,Bluetooth Speaker,1.0,1575.87,23.12,Debit Card,Cancelled,3.9,8.0,4.53,Mobile,Direct,6346.85,NONE,1211.53,2024.0,10.0,9.0
65906,ORD1068498,CUST41803,2025-05-15,27,Lucknow,Grocery,Laptop Stand,2.0,425.11,29.98,Net Banking,Delivered,4.6,14.0,9.39,Mobile,Organic,7432.96,not provided,595.32,2025.0,5.0,15.0
72893,ORD1075532,CUST33687,2025-07-05,38,Jaipur,Beauty,Coffee Maker,1.0,1377.97,16.12,Debit Card,Delivered,4.1,2.0,8.78,Mobile,Affiliate,10527.34,NONE,1155.84,2025.0,7.0,5.0
12334,ORD1089290,CUST32540,2025-10-13,38,Chennai,Fashion,Wireless Headphones,2.0,1950.01,15.45,Debit Card,Delivered,3.4,3.0,19.26,Desktop,Direct,8438.39,NONE,3297.47,2025.0,10.0,13.0
68234,ORD1006180,CUST24355,2024-02-15,32,Delhi,Electronics,Organic Snacks,1.0,1189.64,19.2,Credit Card,Delivered,4.4,5.0,13.14,Mobile,Affiliate,2334.53,NONE,961.23,2024.0,2.0,15.0
60899,ORD1053633,CUST67628,2025-01-26,41,Pune,Fashion,Smart Watch,5.0,469.24,12.37,Wallet,Delivered,3.3,7.0,5.21,Tablet,Paid Search,9967.01,not provided,2055.98,2025.0,1.0,26.0
29409,ORD1058519,CUST84820,2025-03-03,51,Mumbai,Electronics,,1.0,194.84,29.89,Debit Card,Shipped,4.3,4.0,3.05,Mobile,Affiliate,15807.39,not provided,136.6,2025.0,3.0,3.0
12217,ORD1079194,CUST46158,2025-08-01,50,Bengaluru,Toys,Organic Snacks,1.0,759.53,13.07,Net Banking,Delivered,3.6,3.0,3.76,Desktop,Organic,1581.97,APP15,660.26,2025.0,8.0,1.0
45560,ORD1087768,CUST98409,2025-10-02,23,Mumbai,Beauty,Yoga Mat,1.0,435.64,13.05,Debit Card,Cancelled,4.4,9.0,559.0,Mobile,Organic,7168.49,not provided,378.79,2025.0,10.0,2.0
19678,ORD1067378,CUST46835,2025-05-06,35,Chennai,Toys,Running Shoes,1.0,590.11,5.64,Debit Card,Delivered,4.9,2.0,,Mobile,Paid Search,6729.16,APP15,,2025.0,5.0,6.0
26063,ORD1063436,CUST31705,2025-04-08,44,Hyderabad,Toys,Organic Snacks,3.0,6847.95,4.67,UPI,Delivered,3.8,5.0,30.29,Desktop,Organic,35422.54,APP15,19584.45,2025.0,4.0,8.0
28518,ORD1015548,CUST30025,2024-04-23,18,Pune,Grocery,Yoga Mat,3.0,1876.07,22.45,Credit Card,Delivered,4.1,999.0,2.52,Mobile,Organic,,NEWUSER,4364.68,2024.0,4.0,23.0
32466,ORD1080198,CUST43672,2025-08-08,28,Indore,Beauty,Smart Watch,1.0,1358.84,4.88,Debit Card,Cancelled,3.9,2.0,10.03,Desktop,Social,70146.8,NONE,1292.53,2025.0,8.0,8.0
38392,ORD1085074,CUST26506,2025-09-13,28,Mumbai,Fashion,Laptop Stand,1.0,1250.24,8.97,Debit Card,Delivered,3.3,1.0,18.44,Desktop,Organic,1763.81,not provided,1138.09,2025.0,9.0,13.0
40489,ORD1040031,CUST71812,2024-10-19,38,Ahmedabad,Beauty,Smart Watch,1.0,285.43,28.28,UPI,Delivered,5.0,3.0,9.65,Tablet,Organic,4496.7,NONE,204.71,2024.0,10.0,19.0
55714,ORD1026646,CUST84409,2024-07-13,23,Bengaluru,Sports,Laptop Stand,2.0,568.67,11.32,Net Banking,Delivered,3.8,3.0,3.82,Mobile,Affiliate,43202.31,SAVE20,1008.59,2024.0,7.0,13.0
32933,ORD1095976,CUST65824,2025-12-01,36,Hyderabad,Grocery,Yoga Mat,4.0,455.88,11.98,Debit Card,Delivered,3.3,1.0,11.78,Mobile,Email,1384.08,FESTIVE,1605.06,2025.0,12.0,1.0
50214,ORD1041930,CUST91678,2024-11-02,25,Pune,Beauty,Wireless Headphones,1.0,1177.47,13.1,not provided,Delivered,4.1,5.0,12.0,Mobile,Organic,1782.75,SAVE20,1023.22,2024.0,11.0,2.0
41801,ORD1095394,CUST90218,2025-11-27,22,Jaipur,Grocery,Smart Watch,2.0,900.71,3.44,Credit Card,Delivered,3.3,3.0,25.8,Mobile,Organic,5702.94,SAVE20,1739.45,2025.0,11.0,27.0
37671,ORD1075166,CUST62440,2025-07-02,18,Kolkata,Grocery,Yoga Mat,1.0,957.27,7.47,Wallet,Delivered,4.5,10.0,14.47,Mobile,Organic,7237.37,APP15,885.76,2025.0,7.0,2.0
11709,ORD1007441,CUST11289,2024-02-24,28,Kolkata,Beauty,Smart Watch,3.0,715.8,16.11,Credit Card,Delivered,3.4,10.0,1.54,Mobile,Social,37751.28,NONE,1801.45,2024.0,2.0,24.0
32285,ORD1058882,CUST64206,2025-03-05,39,not provided,Home & Kitchen,Coffee Maker,1.0,413.85,13.87,UPI,Delivered,4.2,2.0,11.3,Mobile,Paid Search,2486.1,FESTIVE,356.45,2025.0,3.0,5.0
44021,ORD1073173,CUST28985,2025-06-18,50,Ahmedabad,Electronics,Wireless Headphones,1.0,402.61,1.12,Credit Card,Processing,3.5,1.0,9.24,Mobile,Paid Search,1728.91,NONE,398.1,2025.0,6.0,18.0
25037,ORD1035217,CUST78602,2024-09-14,18,Kolkata,Grocery,Face Serum,1.0,1536.33,7.91,Credit Card,Shipped,4.2,5.0,1.02,Mobile,Organic,766.18,SAVE20,1414.81,2024.0,9.0,14.0
44075,ORD1056994,CUST86535,2025-02-20,32,Delhi,Books,Organic Snacks,1.0,259.53,5.19,Debit Card,Delivered,3.8,2.0,9.1,Mobile,Social,1463.65,not provided,246.06,2025.0,2.0,20.0
45466,ORD1008548,CUST44264,2024-03-03,33,Chennai,Books,Face Serum,4.0,255.1,15.95,UPI,Cancelled,4.1,3.0,26.47,Mobile,Social,2986.64,FESTIVE,857.65,2024.0,3.0,3.0
55958,ORD1037060,CUST50889,2024-09-27,34,Jaipur,Beauty,Organic Snacks,1.0,578.62,3.19,COD,Delivered,4.4,2.0,5.54,Mobile,Paid Search,11577.27,FESTIVE,560.16,2024.0,9.0,27.0
47914,ORD1021163,CUST43717,2024-06-03,35,Indore,Sports,Novel,3.0,903.08,25.33,Wallet,Delivered,4.7,4.0,8.49,Desktop,Paid Search,2892.07,not provided,2022.99,2024.0,6.0,3.0
3915,ORD1070911,CUST29257,2025-06-01,42,Indore,Beauty,Laptop Stand,2.0,1399.24,8.29,COD,Delivered,3.7,5.0,97.74,Mobile,Organic,5671.92,NONE,2566.49,2025.0,6.0,1.0
57342,ORD1075758,CUST53921,2025-07-07,34,Pune,Electronics,,1.0,870.52,7.11,COD,Delivered,3.9,2.0,9.24,Desktop,Paid Search,1584.81,NONE,808.63,2025.0,7.0,7.0
64742,ORD1065262,CUST36914,2025-04-21,20,Patna,Books,Laptop Stand,3.0,448.58,7.46,Credit Card,Delivered,3.8,3.0,12.26,Mobile,Direct,14801.48,APP15,1245.35,2025.0,4.0,21.0
22954,ORD1081409,CUST68824,2025-08-17,23,Hyderabad,Sports,Organic Snacks,1.0,2507.07,16.76,Net Banking,Delivered,3.6,3.0,29.32,Mobile,Paid Search,17508.56,NONE,2086.89,2025.0,8.0,17.0
49995,ORD1057606,CUST48151,2025-02-24,32,Kolkata,Grocery,Face Serum,4.0,2197.59,3.1,Credit Card,Processing,4.8,1.0,8.22,Mobile,Social,3544.8,NONE,8517.86,2025.0,2.0,24.0
86304,ORD1028285,CUST75578,2024-07-25,18,Patna,Electronics,Bluetooth Speaker,2.0,14182.72,19.46,Wallet,Delivered,3.4,2.0,9.91,Mobile,Organic,10097.22,NONE,22845.53,2024.0,7.0,25.0
23099,ORD1039925,CUST95975,2024-10-18,27,Ahmedabad,Sports,Novel,1.0,775.47,5.75,Net Banking,Delivered,3.4,4.0,2.86,Mobile,Direct,5057.5,SAVE20,730.88,2024.0,10.0,18.0
77728,ORD1055056,CUST72538,2025-02-05,33,Patna,Toys,Coffee Maker,2.0,2946.72,7.09,not provided,Returned,3.9,1.0,2.99,Mobile,Paid Search,4336.92,SAVE20,5475.6,2025.0,2.0,5.0
